objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1.23765E+18,9.918253671,-11.01448868,19.09268,18.64812,18.18648,18.03621,17.98576,1740,301,1,87,7.37524E+17,QSO,1.179824,655,52162,217
1.23765E+18,16.58701178,-10.81806623,19.27319,18.27699,17.9439,17.80903,17.77002,1740,301,1,131,3.50045E+18,STAR,-9.66E-05,3109,54833,85
1.23765E+18,16.80894064,-10.80033307,19.08558,17.89137,17.93007,18.01958,18.12468,1740,301,1,132,3.50045E+18,STAR,0.0005475284,3109,54833,95
1.23767E+18,156.555945,17.88934948,19.40441,17.8621,17.29718,17.07023,16.9703,5935,301,4,267,8.39267E+18,STAR,-0.0001264313,7454,56751,766
1.23767E+18,156.9112105,17.87380311,16.26135,15.16922,14.8597,14.74886,14.74402,5935,301,4,269,3.21234E+18,STAR,2.57E-06,2853,54440,519
1.23767E+18,138.631272,2.705429221,19.2917,17.50523,16.70726,16.25432,15.92497,6574,301,5,152,6.38442E+17,GALAXY,0.09062564,567,52252,207
1.23765E+18,240.7436355,54.15809124,19.13445,17.26635,16.46139,16.05214,15.79454,1412,301,4,362,6.96944E+17,GALAXY,0.06523959,619,52056,42
1.23767E+18,249.1069019,62.34040921,18.01439,16.95055,16.61139,16.4718,16.44679,6122,301,2,101,2.87107E+18,STAR,-6.23E-05,2550,54206,104
1.23766E+18,133.0782674,32.05659575,18.44037,16.69995,15.84931,15.44202,15.13748,3606,301,4,65,1.43109E+18,GALAXY,0.06689625,1271,52974,274
1.23766E+18,127.1279366,28.27087884,19.55132,17.78894,16.833,16.36307,16.02043,3606,301,4,22,1.42667E+18,GALAXY,0.09072617,1267,52932,546
1.23766E+18,130.2099876,30.26339435,17.85093,15.92972,15.06163,14.62045,14.28734,3606,301,4,45,1.42889E+18,GALAXY,0.04998754,1269,52937,432
1.23766E+18,130.6571306,30.59015146,18.27115,17.11182,16.6447,16.33506,16.16156,3606,301,4,48,1.4289E+18,GALAXY,0.06939331,1269,52937,498
1.23766E+18,131.0533966,30.91012884,19.09986,17.2227,16.29392,15.76885,15.36036,3606,301,4,51,1.42891E+18,GALAXY,0.0523926,1269,52937,535
1.23766E+18,131.7674149,31.22051702,18.67526,16.89116,16.02083,15.61687,15.31761,3606,301,4,56,1.43002E+18,GALAXY,0.05254975,1270,52991,479
1.23766E+18,136.5717447,33.81841811,18.11559,16.12616,15.23579,14.80551,14.47811,3606,301,4,88,1.43228E+18,GALAXY,0.05058545,1272,52989,504
1.23768E+18,18.00217526,4.61757272,19.38758,18.49069,18.21917,18.16745,18.13624,7727,301,3,186,4.85507E+18,STAR,-4.84E-05,4312,55511,686
1.23768E+18,18.00566218,4.631142506,18.58261,17.65115,17.3372,17.25422,17.23895,7727,301,3,186,9.85959E+18,STAR,0.0003067272,8757,58428,299
1.23768E+18,22.31016782,4.458947621,19.30404,19.27355,19.05304,19.0943,19.1185,7727,301,3,215,9.86532E+18,GALAXY,0,8762,57693,656
1.23768E+18,28.83851054,4.209489851,19.58545,19.65613,19.38968,19.03089,19.01516,7727,301,3,258,9.83834E+18,QSO,1.93094,8738,57402,815
1.23766E+18,116.7515844,27.39438535,18.50432,17.28664,17.34659,17.41848,17.47844,2864,301,6,57,2.31377E+18,STAR,-0.000256469,2055,53729,179
1.23766E+18,117.0920309,27.91813204,16.80286,15.77424,15.52702,15.46405,15.47619,2864,301,6,61,2.31377E+18,STAR,-9.61E-05,2055,53729,151
1.23766E+18,117.315221,28.11134657,18.88225,19.06618,19.52733,19.85471,20.21214,2864,301,6,63,5.01254E+18,STAR,0.000122968,4452,55536,138
1.23766E+18,231.8676948,-2.366876205,19.52147,17.99169,17.06971,16.53781,16.15036,2379,301,2,151,1.04033E+18,GALAXY,0.09529904,924,52409,7
1.23767E+18,191.3416622,-3.157935233,19.14591,17.87309,17.97079,18.03343,18.12264,6005,301,4,142,3.78338E+17,STAR,0.0003905889,336,51999,131
1.23766E+18,174.289575,39.12317032,18.41432,18.13537,17.83961,17.8109,17.68261,3900,301,3,319,5.23343E+18,QSO,1.025965,4648,55673,907
1.23766E+18,181.3824596,39.63677466,19.52254,18.22487,17.70181,17.51158,17.40652,3900,301,3,356,2.76077E+18,STAR,-0.0003082861,2452,54178,228
1.23766E+18,181.527896,39.65817842,17.33416,15.85877,15.31575,15.11441,15.05059,3900,301,3,357,2.76077E+18,STAR,-0.0001648898,2452,54178,232
1.23767E+18,124.8965155,9.573151757,19.31218,17.93502,17.40496,17.23241,17.11036,5972,301,5,63,2.89481E+18,STAR,0.0003291639,2571,54055,434
1.23767E+18,122.4342165,18.45813245,18.42925,17.08139,16.56635,16.37267,16.26613,6597,301,1,181,3.6322E+18,STAR,0.0004405914,3226,54857,167
1.23766E+18,143.3139828,5.558207339,17.21455,16.10727,15.7375,15.49559,15.33915,3015,301,3,195,1.11704E+18,GALAXY,0.03737703,992,52644,519
1.23766E+18,155.2282821,6.396142049,18.77608,17.85656,17.54699,17.33791,17.26547,3015,301,3,274,1.12254E+18,GALAXY,0.1099228,997,52734,77
1.23766E+18,136.2992962,4.89270827,17.96213,16.01859,15.08284,14.60412,14.17828,3015,301,3,148,1.34211E+18,GALAXY,0.05799385,1192,52649,142
1.23767E+18,204.0320976,18.45210656,19.51665,19.31753,19.39613,19.14843,19.18681,5308,301,2,82,2.97352E+18,QSO,1.775291,2641,54230,66
1.23766E+18,224.2693307,-1.381415044,18.95602,18.602,18.68396,18.54616,18.53831,2379,301,5,101,1.03709E+18,QSO,0.5249811,921,52380,510
1.23767E+18,262.2342065,32.84601192,18.3389,18.30706,18.5601,18.76071,18.93114,4682,301,2,277,2.54685E+18,STAR,-0.0001630685,2262,54623,232
1.23767E+18,262.431656,32.47048549,18.38573,17.08391,16.52966,16.3194,16.20479,4682,301,2,280,2.53673E+18,STAR,-0.0001110921,2253,54551,277
1.23765E+18,137.900895,53.82040256,19.1039,17.28103,16.45543,16.03987,15.74086,2074,301,6,134,6.23839E+17,GALAXY,0.08051868,554,52000,330
1.23767E+18,211.2325088,15.96131671,19.0281,16.98465,16.11391,15.62605,15.23813,5326,301,4,75,3.08962E+18,GALAXY,0.06137352,2744,54272,544
1.23766E+18,237.283166,-0.9581833755,19.24619,19.02888,18.64549,18.58321,18.25679,2379,301,5,188,3.8507E+17,QSO,0.2763042,342,51691,44
1.23766E+18,246.9655695,27.24556466,19.01548,17.12913,16.20335,15.75093,15.43718,3926,301,4,146,5.63652E+18,GALAXY,0.07767929,5006,55706,962
1.23767E+18,132.1931094,18.09015254,18.23998,16.58387,15.95202,15.84558,15.76074,5061,301,1,120,2.56607E+18,GALAXY,0.01431731,2279,53708,516
1.23765E+18,316.6352111,-7.513896625,19.43721,18.89383,18.65691,18.50319,18.66991,1737,301,2,63,7.17207E+17,GALAXY,0.1357287,637,52174,31
1.23767E+18,182.3417763,35.7782306,19.34724,18.12536,17.55432,17.18421,16.94973,4552,301,5,86,2.37009E+18,GALAXY,0.09238576,2105,53472,263
1.23765E+18,125.1105609,46.67165257,18.89251,17.70587,17.84359,18.13009,18.14377,1331,301,3,144,3.57368E+18,STAR,9.53E-05,3174,54821,253
1.23766E+18,230.6709483,50.85361298,18.96666,17.37938,16.81439,16.61655,16.56332,3225,301,4,130,2.75743E+18,STAR,-0.0001943994,2449,54271,375
1.23766E+18,114.7060928,48.85740069,18.29617,18.68707,19.08546,19.41146,19.63788,4294,301,6,60,4.12993E+18,STAR,-0.0002707718,3668,55478,474
1.23766E+18,134.1362165,32.63924218,19.028,17.10793,16.18917,15.75943,15.41873,3606,301,4,72,1.43115E+18,GALAXY,0.06554337,1271,52974,488
1.23767E+18,224.7451452,13.02942697,18.94904,16.51908,15.46595,15.23585,14.54282,5322,301,2,101,3.09742E+18,GALAXY,0.1122286,2751,54243,236
1.23767E+18,247.9925184,62.27637568,18.72154,17.30116,16.75089,16.52626,16.43567,6122,301,2,98,2.87109E+18,STAR,-0.000106216,2550,54206,150
1.23767E+18,276.0526492,64.30210341,18.7213,17.09342,16.52194,16.32199,16.23838,6162,301,3,185,2.8734E+18,STAR,-6.68E-05,2552,54632,391
1.23767E+18,276.3108205,64.29694808,17.27705,15.74634,15.20268,15.02781,14.98106,6162,301,3,186,2.87341E+18,STAR,-1.79E-05,2552,54632,395
1.23766E+18,240.0211394,45.21397816,19.33347,17.99934,17.4445,17.26985,17.18159,3225,301,4,186,3.90252E+18,STAR,-3.18E-05,3466,54998,547
1.23766E+18,230.417544,-1.129539262,19.18482,18.1708,17.74002,17.56429,17.47685,2379,301,5,142,4.51721E+18,STAR,0.0003529624,4012,55327,368
1.23767E+18,243.7570211,8.390523141,17.69739,16.70065,16.38749,16.27716,16.25555,5322,301,1,230,1.94797E+18,STAR,-0.0005873247,1730,53498,590
1.23767E+18,249.0289321,62.36987814,19.49471,18.3836,17.91855,17.7549,17.72107,6122,301,2,101,2.88232E+18,STAR,-0.0006860368,2560,54205,69
1.23765E+18,239.0164765,55.21762523,19.10212,18.04013,17.62804,17.3508,17.17745,1412,301,4,353,6.97061E+17,GALAXY,0.050597,619,52056,468
1.23765E+18,5.83779622,-11.02504064,19.54683,19.36877,19.02673,19.03503,19.17933,1740,301,1,60,7.35271E+17,QSO,1.056197,653,52145,212
1.23765E+18,6.745842338,-11.02713648,19.12338,17.65855,17.06345,16.80919,16.65459,1740,301,1,66,2.15274E+18,STAR,-4.47E-05,1912,53293,53
1.23766E+18,196.8439688,47.05982656,17.70127,16.38561,15.92868,15.66637,15.46843,3699,301,4,75,1.64282E+18,GALAXY,0.03912381,1459,53117,467
1.23767E+18,107.3930774,40.00039605,17.20555,16.06687,15.71037,15.57579,15.54438,6573,301,5,172,3.30803E+18,STAR,-6.89E-06,2938,54526,512
1.23767E+18,112.3755507,41.13419903,19.09115,17.54892,16.95354,16.74486,16.64163,6573,301,5,199,3.02091E+18,STAR,6.72E-06,2683,54153,421
1.23767E+18,152.5088556,17.27179343,19.21644,19.04048,18.88617,18.81993,18.91278,5935,301,4,241,1.07761E+19,QSO,1.425731,9571,57808,244
1.23767E+18,302.4542839,-10.78765865,18.25675,17.25561,16.92538,16.85784,16.78263,5421,301,6,186,2.5931E+18,STAR,-1.61E-05,2303,54629,571
1.23766E+18,129.3535039,29.73398137,18.8259,17.59038,17.03655,16.71272,16.52822,3606,301,4,38,1.42885E+18,GALAXY,0.08223784,1269,52937,314
1.23767E+18,120.1861348,9.011198418,19.34688,18.48973,18.20828,18.08427,17.99985,5935,301,4,24,3.31578E+18,STAR,0.0005914405,2945,54505,26
1.23767E+18,175.6440508,-3.092832242,18.84141,17.61509,17.23732,16.93454,16.76778,5976,301,1,166,3.69335E+17,GALAXY,0.05544244,328,52282,143
1.23766E+18,321.6557661,11.12025042,18.91322,17.37934,16.46934,15.99647,15.66976,2566,301,4,58,8.22035E+17,GALAXY,0.09804457,730,52466,466
1.23765E+18,6.92711408,-11.00173664,19.14756,17.65183,17.11143,16.90095,16.78813,1740,301,1,68,2.15273E+18,STAR,-0.0001882772,1912,53293,45
1.23765E+18,11.50807197,-10.92260199,19.44911,19.27234,19.16984,19.0589,19.28059,1740,301,1,98,7.38627E+17,QSO,1.467658,656,52148,135
1.23765E+18,13.70985562,-10.73163055,17.30956,16.3704,16.07709,15.98131,15.97289,1740,301,1,112,7.39744E+17,STAR,-0.0007109935,657,52177,100
1.23767E+18,243.942409,54.67257869,17.80278,16.50812,16.03447,15.72125,15.59348,4679,301,3,80,8.51745E+18,GALAXY,0.01738908,7565,56809,70
1.23767E+18,261.5202786,37.05383666,18.73931,16.9861,16.15309,15.74357,15.44446,5327,301,4,55,5.6241E+18,GALAXY,0.1344471,4995,55739,826
1.23767E+18,243.6079952,8.399708714,19.45091,18.4549,18.18786,18.072,18.00937,5322,301,1,229,2.84747E+18,STAR,6.24E-05,2529,54585,261
1.23766E+18,196.8221956,47.03299267,17.73526,16.48392,15.9338,15.61464,15.40995,3699,301,4,75,1.64282E+18,GALAXY,0.09451338,1459,53117,462
1.23766E+18,197.922624,46.94260746,18.61251,17.45626,16.88554,16.50304,16.29515,3699,301,4,80,1.64505E+18,GALAXY,0.08396798,1461,53062,398
1.23766E+18,202.6401735,46.21864728,19.18096,17.45761,16.50066,16.08537,15.75554,3699,301,4,102,1.64724E+18,GALAXY,0.1079021,1463,53063,158
1.23766E+18,205.2415176,45.74563196,18.98028,17.00022,16.13737,15.71202,15.40228,3699,301,4,115,1.64956E+18,GALAXY,0.0649676,1465,53082,438
1.23766E+18,206.1370709,45.51793528,18.14559,16.60903,15.90872,15.56525,15.29231,3699,301,4,119,1.64948E+18,GALAXY,0.0523316,1465,53082,147
1.23766E+18,209.1998603,44.91032665,19.50157,17.5705,16.49636,16.03754,15.6735,3699,301,4,134,1.6506E+18,GALAXY,0.1283385,1466,53083,106
1.23766E+18,213.7768428,43.80357919,18.28288,17.22625,16.72198,16.25446,16.09122,3699,301,4,157,1.56963E+18,GALAXY,0.06918785,1394,53108,473
1.23766E+18,198.0037877,46.78555314,17.49334,16.37167,15.91893,15.72274,15.50605,3699,301,4,81,1.64284E+18,GALAXY,0.02659102,1459,53117,564
1.23766E+18,201.6292432,46.31703931,18.46716,16.62901,15.80971,15.42268,15.11901,3699,301,4,98,1.64731E+18,GALAXY,0.06055953,1463,53063,425
1.23766E+18,150.2791302,36.92269568,17.22187,16.44784,16.25828,16.2082,16.13313,3647,301,3,85,1.79709E+18,GALAXY,0.004862479,1596,52998,554
1.23766E+18,158.4049571,39.11932193,19.1085,17.76079,17.19644,16.93152,16.68191,3647,301,3,131,1.61237E+18,GALAXY,0.1086128,1432,53003,290
1.23766E+18,255.8262364,31.4871777,18.49646,17.57793,17.25351,17.09313,16.94334,2328,301,3,121,1.09785E+18,GALAXY,0.03347815,975,52411,358
1.23766E+18,248.7795795,39.82538377,17.47947,16.04764,15.49314,15.20667,14.93762,2328,301,3,54,9.1992E+17,GALAXY,0.02963576,817,52381,219
1.23766E+18,249.7377962,38.94259685,18.81971,16.87313,15.908,15.50417,15.17097,2328,301,3,62,9.21084E+17,GALAXY,0.09890226,818,52395,356
1.23767E+18,231.709452,58.35942521,19.12813,18.12478,18.13368,18.18958,18.24546,6122,301,2,38,6.92537E+17,STAR,-0.0006450845,615,52347,393
1.23766E+18,157.7811305,39.17015322,18.67659,17.39823,16.85256,16.50571,16.2997,3647,301,3,128,1.61008E+18,GALAXY,0.06381226,1430,53002,161
1.23767E+18,46.10281088,36.57965752,19.04341,18.56368,18.582,18.65417,18.78101,5817,301,2,209,2.75061E+18,STAR,-3.95E-05,2443,54082,121
1.23767E+18,177.3656434,2.275879896,19.34243,18.24958,17.819,17.48991,17.36697,5976,301,4,203,5.78721E+17,GALAXY,0.07524787,514,51994,30
1.23765E+18,1.871571399,14.96976284,18.83949,18.52384,18.19347,18.10509,18.05982,1739,301,3,314,8.45599E+17,QSO,1.138449,751,52251,174
1.23765E+18,318.6865532,10.40357762,19.49384,19.48021,19.15279,19.06765,19.11049,1739,301,3,32,8.19687E+17,QSO,1.253383,728,52520,115
1.23767E+18,276.1782084,64.22931155,19.18991,17.32803,16.51876,16.17687,16.01745,6162,301,3,186,2.87341E+18,STAR,-4.35E-05,2552,54632,400
1.23766E+18,141.8566686,36.4214055,19.53902,17.8369,17.03316,16.66288,16.39928,3606,301,4,121,1.43455E+18,GALAXY,0.06971085,1274,52995,548
1.23766E+18,131.2241271,30.9319017,18.91435,17.81815,17.2089,16.81817,16.59966,3606,301,4,52,1.42997E+18,GALAXY,0.1077472,1270,52991,273
1.23766E+18,134.8345973,33.12712772,18.6304,16.80056,15.97874,15.57019,15.27817,3606,301,4,77,1.43117E+18,GALAXY,0.0860458,1271,52974,534
1.23766E+18,126.4156125,27.91596856,19.3166,17.43772,16.59514,16.20744,15.89404,3606,301,4,17,1.42663E+18,GALAXY,0.04688537,1267,52932,431
1.23766E+18,129.2473086,29.75639751,18.44658,16.60011,15.74893,15.32552,15.0664,3606,301,4,38,1.42885E+18,GALAXY,0.05068766,1269,52937,307
1.23766E+18,129.3423732,29.80210662,19.323,18.0209,17.43062,17.0859,16.85548,3606,301,4,39,1.42779E+18,GALAXY,0.05058324,1268,52933,537
1.23766E+18,131.5659599,31.27457533,18.25573,16.76912,16.01458,15.60974,15.31649,3606,301,4,55,1.42893E+18,GALAXY,0.04673789,1269,52937,575
1.23766E+18,134.9380674,33.12068309,18.81722,17.40954,16.72122,16.32124,16.05494,3606,301,4,77,1.43223E+18,GALAXY,0.08538346,1272,52989,317
1.23766E+18,138.0932279,34.8226016,18.00908,16.18997,15.32837,14.91501,14.60909,3606,301,4,98,1.4334E+18,GALAXY,0.07569332,1273,52993,465
1.23766E+18,134.0756182,32.70601311,18.12442,16.17952,15.20155,14.77617,14.4659,3606,301,4,72,1.43115E+18,GALAXY,0.06471292,1271,52974,481
1.23766E+18,131.5805407,31.21676613,19.33962,18.32512,17.9433,17.62113,17.53349,3606,301,4,55,1.43001E+18,GALAXY,0.04774144,1270,52991,435
1.23766E+18,131.6929599,31.34298699,18.64843,16.70567,15.77928,15.31165,14.9618,3606,301,4,56,1.43001E+18,GALAXY,0.06582619,1270,52991,437
1.23766E+18,131.5598596,31.2298107,19.01596,17.83596,17.24953,16.97961,16.9498,3606,301,4,55,1.42892E+18,GALAXY,0.04689191,1269,52937,562
1.23766E+18,128.4566654,29.37456484,18.47369,16.66508,15.81688,15.37978,15.05885,3606,301,4,33,1.42777E+18,GALAXY,0.07749173,1268,52933,474
1.23766E+18,129.9473173,30.08505373,19.35352,17.69352,16.83286,16.44143,16.10356,3606,301,4,43,1.42883E+18,GALAXY,0.05146108,1269,52937,235
1.23766E+18,197.0274584,46.92986596,19.12893,17.32751,16.44532,16.01209,15.63489,3699,301,4,76,1.64283E+18,GALAXY,0.09231108,1459,53117,499
1.23766E+18,200.5776007,46.56906351,17.76159,16.2817,15.65349,15.3183,15.09931,3699,301,4,92,1.64729E+18,GALAXY,0.06028819,1463,53063,344
1.23766E+18,221.6379393,41.33232286,19.04668,17.97255,17.66052,17.49744,17.38869,3699,301,4,199,1.57299E+18,GALAXY,0.01824419,1397,53119,389
1.23766E+18,154.640028,29.58357734,19.22696,18.09897,17.46899,17.08818,16.86716,4516,301,1,186,2.64711E+18,GALAXY,0.1427651,2351,53786,440
1.23767E+18,112.3912605,41.10817622,17.08717,15.98539,15.6396,15.52105,15.48226,6573,301,5,199,3.02091E+18,STAR,7.74E-05,2683,54153,434
1.23768E+18,6.731374373,3.597835415,18.55738,18.34999,19.48014,18.28486,18.33822,7712,301,6,374,9.84832E+18,QSO,1.081554,8747,57401,264
1.23767E+18,326.7126682,-7.13410941,19.43254,19.3594,19.28305,18.99306,18.86633,4828,301,1,566,1.32536E+18,GALAXY,0,1177,52824,622
1.23766E+18,209.0353225,44.93909006,19.52437,17.5822,16.57219,16.14133,15.77444,3699,301,4,133,1.65061E+18,GALAXY,0.1252728,1466,53083,155
1.23766E+18,209.0936016,44.89629952,18.31358,16.89107,16.26835,15.89007,15.57562,3699,301,4,134,1.65061E+18,GALAXY,0.04305045,1466,53083,154
1.23766E+18,209.2312533,45.06430773,19.31468,18.62005,18.32242,18.02043,18.05793,3699,301,4,134,1.6506E+18,GALAXY,0.1280646,1466,53083,118
1.23766E+18,212.6108819,44.14193137,19.59753,17.70162,16.61981,16.15503,15.77426,3699,301,4,151,1.6517E+18,GALAXY,0.1368805,1467,53115,33
1.23766E+18,212.6873111,44.16493019,19.11892,17.7442,17.06752,16.73907,16.43966,3699,301,4,151,1.65171E+18,GALAXY,0.1069768,1467,53115,40
1.23766E+18,215.8551587,43.24146468,19.00947,16.92179,15.93966,15.51602,15.17435,3699,301,4,168,1.56951E+18,GALAXY,0.1028579,1394,53108,21
1.23766E+18,216.9028351,43.03396812,19.29944,17.81472,17.22647,16.96866,16.71891,3699,301,4,173,1.57076E+18,GALAXY,0.09705431,1395,52825,488
1.23766E+18,219.6229309,42.0943317,19.1019,17.05903,16.11736,15.6831,15.34933,3699,301,4,188,6.82427E+18,GALAXY,0.08114395,6061,56076,700
1.23766E+18,221.0944282,41.61982205,17.53591,16.04739,15.33247,14.96265,14.70767,3699,301,4,196,1.57177E+18,GALAXY,0.05894581,1396,53112,36
1.23766E+18,179.7518873,40.54183454,19.33359,18.24233,17.71234,17.4025,17.22685,4469,301,5,422,2.22489E+18,GALAXY,0.06376749,1976,53401,424
1.23766E+18,182.9758322,40.73198053,18.91717,17.50408,16.73502,16.32396,16.05177,4469,301,5,438,2.2463E+18,GALAXY,0.1227575,1995,53415,477
1.23766E+18,186.3009915,40.71474874,19.10491,17.35458,16.56025,16.17181,15.90493,4469,301,5,455,2.23618E+18,GALAXY,0.04601849,1986,53475,510
1.23765E+18,140.1422023,56.18384757,18.86086,18.689,18.4789,18.53473,18.50507,1331,301,3,232,5.07832E+17,QSO,1.02563,451,51908,186
1.23766E+18,128.6393754,22.35468508,19.48601,18.52379,17.7876,17.50173,17.42182,4517,301,2,115,2.1719E+18,GALAXY,0.200689,1929,53349,156
1.23766E+18,134.2657356,32.74832345,18.95047,17.68758,17.12254,16.77973,16.53008,3606,301,4,73,1.43116E+18,GALAXY,0.06461506,1271,52974,507
1.23766E+18,251.660112,38.46693185,18.812,17.44242,16.88695,16.65092,16.52663,2335,301,1,44,3.85848E+18,STAR,-0.000436345,3427,54979,89
1.23766E+18,350.8893259,14.57690796,18.17108,16.41144,15.59056,15.182,14.87186,2566,301,4,250,8.38843E+17,GALAXY,0.0392614,745,52258,173
1.23768E+18,16.13297501,3.103888411,17.98859,16.98271,16.68659,16.5839,16.5738,7712,301,5,437,9.85848E+18,STAR,-0.0001329428,8756,57687,361
1.23768E+18,16.25919936,3.101912368,18.2298,17.32666,17.07161,16.95924,16.92118,7712,301,5,438,9.85847E+18,STAR,-1.20E-05,8756,57687,330
1.23768E+18,16.88780609,3.114459596,18.87618,19.05694,18.70331,18.60898,18.62448,7712,301,5,442,9.85844E+18,QSO,1.305543,8756,57687,207
1.23768E+18,312.6933002,2.263037356,18.24563,17.14657,16.6812,16.47305,16.38568,7712,301,5,14,3.16945E+18,STAR,-0.0006911684,2815,54414,153
1.23766E+18,138.8882478,30.92716787,19.09575,17.67547,16.94221,16.51661,16.24338,4469,301,5,193,2.1821E+18,GALAXY,0.0727332,1938,53379,398
1.23765E+18,4.684956893,-11.04839167,19.13947,18.05109,18.00781,18.0318,18.02075,1740,301,1,53,7.34099E+17,STAR,-0.0003648665,652,52138,45
1.23765E+18,16.65470553,-10.82762648,17.54833,16.15072,15.59039,15.33673,15.24856,1740,301,1,131,3.50045E+18,STAR,-0.0001373065,3109,54833,91
1.23766E+18,247.7210548,40.80219883,18.12713,16.51987,15.78623,15.40388,15.12937,2328,301,3,46,9.1997E+17,GALAXY,0.03286429,817,52381,400
1.23767E+18,261.654062,63.58798324,18.69522,16.98775,16.39415,16.19146,16.09709,6122,301,2,140,2.87223E+18,STAR,-7.07E-05,2551,54552,214
1.23767E+18,195.2615099,18.60509325,19.06923,17.77336,17.02199,16.58214,16.26137,5314,301,1,121,2.94538E+18,GALAXY,0.08076251,2616,54499,92
1.23765E+18,226.8387818,2.630455711,18.85493,17.31178,16.68223,16.42548,16.27485,1458,301,5,681,6.08076E+17,STAR,-0.0001579247,540,51996,326
1.23766E+18,214.8338556,52.43406294,19.26815,19.14317,19.06639,17.83318,22.76136,3712,301,1,207,7.59107E+18,STAR,-4.98E-05,6742,56415,903
1.23766E+18,197.9149925,46.91808475,18.03341,16.22829,15.38035,14.97223,14.6537,3699,301,4,80,1.64505E+18,GALAXY,0.05310981,1461,53062,383
1.23766E+18,198.1356991,46.93603886,18.82739,17.04227,16.26982,15.89876,15.57166,3699,301,4,81,1.64284E+18,GALAXY,0.02724535,1459,53117,565
1.23766E+18,203.6532062,46.15407254,16.85856,15.01188,14.23164,13.84703,13.5615,3699,301,4,107,1.64954E+18,GALAXY,0.03662126,1465,53082,353
1.23766E+18,158.9049342,12.59615274,19.57907,18.77535,18.52852,18.37556,18.29837,4344,301,1,133,6.02146E+18,QSO,2.701842,5348,55978,532
1.23765E+18,246.6411032,46.95949308,19.07368,18.58667,18.26329,17.95358,17.87794,2207,301,1,41,9.61764E+18,QSO,1.882697,8542,57933,748
1.23766E+18,152.5168349,37.50293082,19.30827,18.23942,17.74998,17.38521,17.28945,3647,301,3,98,1.60558E+18,GALAXY,0.1077792,1426,52993,155
1.23768E+18,45.07202442,1.855402768,19.17975,18.16155,17.80742,17.66075,17.60478,7675,301,3,169,4.79296E+18,STAR,0.0001548856,4257,55480,4
1.23766E+18,256.4661155,30.88696525,19.19491,17.71343,16.76572,16.29257,15.97251,2328,301,3,127,1.09782E+18,GALAXY,0.1585562,975,52411,260
1.23766E+18,247.682595,40.79654684,18.48965,16.68275,15.89325,15.50874,15.20301,2328,301,3,45,9.1997E+17,GALAXY,0.0311074,817,52381,399
1.23766E+18,255.9150734,31.43325866,17.90368,16.06327,15.24135,14.82731,14.5171,2328,301,3,122,1.09552E+18,GALAXY,0.03178924,973,52426,87
1.23766E+18,250.8558842,37.6094595,18.88601,17.04702,16.22868,15.84104,15.52423,2328,301,3,72,9.21031E+17,GALAXY,0.07572339,818,52395,163
1.23767E+18,166.4082225,32.73237674,18.78445,17.22213,16.45396,15.94486,15.63697,4576,301,2,344,2.37129E+18,GALAXY,0.08060782,2106,53714,510
1.23767E+18,153.1934659,30.09005731,19.51569,18.08945,17.27514,16.79954,16.47455,4576,301,2,267,2.19891E+18,GALAXY,0.04938136,1953,53358,86
1.23767E+18,25.56281779,7.627064626,18.70842,17.0053,16.14445,15.72371,15.36953,5065,301,5,44,5.10271E+18,GALAXY,0.05910011,4532,55559,482
1.23766E+18,237.0613593,41.25680094,19.12417,17.6671,16.75077,16.29027,15.97813,3180,301,3,193,1.18561E+18,GALAXY,0.1450755,1053,52468,141
1.23766E+18,229.7514394,45.21585401,19.15102,18.03086,17.50592,17.13884,16.92309,3180,301,3,149,1.18343E+18,GALAXY,0.06803316,1051,52468,385
1.23765E+18,206.2734394,66.46585437,19.12594,18.10185,17.38658,16.97032,16.7488,1412,301,4,225,5.59708E+17,GALAXY,0.1357177,497,51989,492
1.23767E+18,155.1773179,24.92162625,18.55259,17.51161,16.78813,16.48996,16.22841,5080,301,5,277,2.64152E+18,GALAXY,0.02190318,2346,53734,575
1.23768E+18,329.3126668,2.327056634,17.32855,16.38816,16.04139,15.91712,15.88333,7712,301,4,124,4.60496E+18,STAR,-0.0007289121,4090,55500,122
1.23768E+18,331.6895981,2.37241257,19.54784,19.83712,19.95624,19.45789,19.16335,7712,301,4,140,1.03202E+19,QSO,2.021854,9166,58051,910
1.23766E+18,250.9282015,39.40701969,19.45694,19.24934,19.31132,19.11575,18.86077,2335,301,1,37,9.60284E+18,QSO,0.4340636,8529,58013,126
1.23767E+18,266.7582158,24.80155957,19.19502,17.45335,16.78753,16.55636,16.43452,4828,301,2,121,2.45788E+18,STAR,4.19E-05,2183,53536,139
1.23765E+18,116.5715013,41.01476891,19.26403,17.75537,17.09148,16.84176,16.69172,1350,301,3,72,3.55901E+18,STAR,-0.0001139264,3161,54779,153
1.23766E+18,201.5185031,46.4088108,19.0992,17.82696,17.21224,16.85723,16.62887,3699,301,4,97,1.64731E+18,GALAXY,0.06053967,1463,53063,439
1.23767E+18,275.6701695,64.3187992,16.82185,15.89455,15.60937,15.49776,15.47772,6162,301,3,184,2.87339E+18,STAR,-0.0005373741,2552,54632,352
1.23767E+18,278.0292122,64.07946603,19.52585,17.92627,17.22197,16.91404,16.73919,6162,301,3,191,2.87335E+18,STAR,-0.0003552998,2552,54632,195
